id,space
451,之前开的是夏利，对比那个车，360的空间让我觉得超级宽敞，后排坐三个成年人都很富裕，比夏利不知道大多少号。
452,空间很大 很满意 尤其是后排的空间
453,前排不要说我个头小呵呵！后排四个成年人也坐过！后备空间属实大啊后排座椅还可以放倒！
454,在汽车之家上看到这款车属于紧凑型SUV，但是不得不说内部空间真的挺大的，就算驾驶位置座椅调到最后面，后排坐人也不会觉得挤，腿部还有一定空间，后排座椅放平以后行李箱空间超大，睡觉休息完全没问题，不像有的车后排虽然可以放倒，但是不平
455,看起来不大，但够用
456,10万价格的车子这个空间已经感觉差不多够了
457,空间很不错，我1米75的个子坐里面头上还有点空间
458,本人身高183，二百二的体重，一般空间的车满足不了我，看了好几个车型，都觉得空间小，找到***360的时候，我都没希望了，结果坐进去之后一点都不觉得小。前排调好之后，后排依然还有不错的空间。后备箱的空间也不错，从老家回来的时候带了特别多的土特产。
459,合同级别的车比较，空间的确是一个“大”字来形容，驾驶舱就不用说了，坐着舒服，视野也好。
460,前排司机位置很宽裕，头顶有一拳。后排至少两拳
461,空间很大，轴距摆在哪里，2700。载物空间很拓展，后排放倒，配个席梦思就是床！
462,后排啊，还有后备箱啊，空间都很大！一家人出去旅游，再多的东西都可以放的下。很实用！
463,空间大，用料足，乘坐舒适。
464,虽然不能和B级车比。但是感觉在同级别的车型里算大的了。反正自家用够了。后排不感觉压抑。后备箱足够大。个人感觉和迈锐宝差不多。。
465,乘坐空间非常宽敞，后备箱空间足够日常使用。
466,我173，坐上去也不碰头，后排空间坐三个人也不挤，前后也不碰腿！后备箱的储物空间也够家用
467,载物后备箱空间大，车内后排座椅不权腿，后排空间大，如果前排座椅空间再大点，就更好了
468,对我来说还行吧，上上班，接接小孩，足够了
469,空间很大 不错
470,标准，后排放平可以睡觉。
471,对于这个车的空间是很满意的，我们一家人出去玩的时候，一点都不拥挤，再就是后备箱能装好多东西。出行时放孩子的东西很方便。
472,轴距虽不算长，但内部空间很给力，前后排舒适度很高。
473,空间绝对没话说，比较宽敞，储物也够，后背厢也大
474,空间是我想不到的，我180对我来说还是挺好的
475,尚可，后排中间凸起能改进就太好了
476,空间充裕，我173的身高离头顶还有一拳距离前后一般身材的人坐着都很宽敞，不会有压迫感，后备箱空间超大!超大！超大!重要的事情说三遍.
477,空间够用，特别是后排乘坐3个人完全可以，一家人出门都很方便。
478,比较满意 ，家里长辈经常一起出去玩，后排乘坐无压力
479,空间的话，前排的空间还是比较好的，后排座椅的靠背可以三档调节，设计的比较人性化。
480,空间家用很大
481,空间比较满意，后排3人也不怎么挤，后备箱储物还可以。
482,前后排空间没得说，很大，后备箱也挺大的，今年过年回去不用担心东西放不下了
483,乘坐和储物空间不错，尾箱就有点小了，平时出去玩显得有点不够用。
484,同级别车中空间算大的
485,横向及纵向空间很不错！
486,空间还算大的，小舅胖胖的身材在里面都不觉得挤
487,后备箱没有想象中的那么小，能放很多东西，坐后排腿部空间也不挤，驾驶座视线有点高，有点不适应
488,空间大的车，一般都很好看，***550就是这样的，前后排的布局非常合理，空间利用很好，后备箱开口也大，能放不少东西。
489,这款车的乘坐空间和拉货空间还是非常不错的，本人自己做点小商品生意，将后排座椅放倒后能腾出一个很大的储物空间，装载能力非常不错，缺点就是后备箱高度有点高。
490,开车的空间，后排的空间都很到位了，尤其是后排中间基本上是平的，坐在后面，更大了
491,绝对够用，试驾一下你们就知道。
492,乘坐空间宽敞，储物空间充足
493,空间还可以，还有很多储物空间，放点小东西很方便，特别是副驾驶座位下方的小抽屉。这个设计对女性朋友来说很方便，因为爱穿高跟鞋，可以放一双平底鞋在里面换着穿。还有就是后备箱很大，出去旅游的话放行李箱是完全够得 。
494,空间算是我最满意的一点了
495,空间还是满大的，够我用啦。
496,空间真的没话说了，我一米8的个子头部都还有很多空间
497,360的空间跟同级别的车子相比表现相当不错，前后两排乘坐180左右的成年男子都是没问题的。后备箱也挺大不会担心出去旅游装不下多少行李。
498,空间还是可以的
499,360在这个级别中，空间算是很好的可以说坐5个人不会太拥挤，这点我真的很满意，当时也是特别看好这一点空间表现我给满分
500,空间其实还是很大的，比同级车车大。
501,里面和后备箱都还过得去，我们一家人使用还是不错了。
502,本人178的个子，体重160，坐在里面感觉很宽敞。周末带一家人出去，大家都说空间不错的。
503,空间挺大，后备箱也挺大的 能装俩头猪，哈哈。储物盒小到不恰当
504,总体满意 前排不知道为啥会碰到头发 本人170 可能座椅太靠前了
505,后排空间一样很大，乘坐舒服
506,空间较为宽敞，尤其是后备箱的设计相当合理，外出旅行的时候，大件行李经过合理安排，全部都可以放下，表现还算不错。
507,空间绝对OK，后排和后备箱空间妥妥的
508,去机场接客户，后排做了三个人，一点也不拥挤，我最满意的设计是中间那个位置，没有了以往车凸起的部分，中间的人的乘坐感受也是很棒的。后排座椅还可以调节倾斜角度，很人性化。后备箱的空间也能容纳很多东西。
509,空间很大，后备箱空间绝对没得说，后排头部腿部也很宽敞。。
510,后排乘坐空间很大，很满意，但是前面腿部空间差强人意，给四星
511,目前这个车空间是我最满意的一点，一家人出去玩，也不觉得小
512,坐里面很舒服啊！一家五口人坐里面相当的宽容。话说后排地板平。宝宝把大包围脚垫铺上去后真的可以。看不出来有哪里高出来的。后备箱正常够宝宝用的。平时不拖什么大物件。话说后排座椅放倒可以摆冰箱。宝宝心想买冰箱人家都送上门的。而且我可舍不得我的大白拖那大东西。
513,这个很满意。一家人坐下去不挤。后备箱装东西很好
514,前排空间没得说，180的身高完全够用。后排空间坐俩人都挺舒服的，但是做三人，中间的那位就有点难受了。
515,车子的储物空间非常优秀，?尤其是后备箱的空间设计的较为合理，哪怕是大件物品较多，经过合理的摆放也绝对没问题。
516,空间非常大，同级车里面我的车是最大的。朋友的克鲁兹坐的很憋屈。
517,乘车空间不是一般大，后座可以翘二郎腿，搞个小桌子可以打牌??
518,空间绝对够，家里面人的个子都不太高，我一米七八，在家里已经是第一海拔，坐起来绰绰有余，后排地板纯平，必须加分！
519,紧凑型车里全是不错的，后备箱容量也够大
520,五个人坐里面都不挤，还感觉很宽敞，后备箱也很大
521,空间大，后备箱特别??，没有啥说的。
522,空间大，可能是我个子不高的原因，我前排调好了，后排还能跷二郎腿
523,空间没得说，一个字大，两个字很大
524,空间足够三口之家出去溜达，周边游玩；另外我这180的身高也没觉得狭窄
525,后排地板是平的，还带双区空调
526,空间确实够大
527,足够大了，长宽高都很优秀
528,前排调整到最后，自己驾驶空间不错，但是后排就乘坐不舒服了。
529,后座太小了
530,空间挺不错的，坐在里面还有不少活动空间，后备箱也够用，上下班代步也没多少东西装
531,一家人坐车，绰绰有余，后备箱放东西也很方便，不过家用，也从来没有放过很多东西
532,空间在同级别里算可以的，后备箱也挺大，可圈可点。
533,够用，紧凑级中还是不错的。
534,同级别里 没得说
535,前排空间特别大，而且座椅还有内扣感，感觉整个人被包裹进去，很舒服。
536,后排坐三个人完全不挤，很舒服，另外就是后备箱了，后排座椅还能放倒，放个大件东西非常方便，居家旅游必备。非常好。
537,空间没有问题，挤过6个大人（3男3女），2个130左右的小孩。后排一般情况下坐3人一点也不挤。
538,空间还可以，后排座三个人刚刚好。
539,上还是蛮舒服的后备箱也很大后排座椅放倒也可以放自行车，里面还有很多储物空间
540,当初奔着空间买的车，前后排空间都不错，单位采购需要经常拉货，RX5这点表现确实没有让我失望。
541,因为目前买了车也是我一个人用，偶尔带带家里人，足够用，车子的空间也大 舒适，家里人一直夸！
542,空间超大，1.78的大个儿后排做三个，还可以坐上去个小朋友
543,后排空间做三个大人是没问题的，后备箱空间给力可以装下不少东西。一个字，赞。
544,这款车的第二优点就是空间大，驾驶室和后排空间坐在里面都很宽敞。唯一的缺陷就是后排中间有凸起，坐在中间位置腿部会有些不舒适。
545,空间没得说，这个价位同款车型排行绝对能进前三，大气宽敞。
546,空间很大，我坐在后面觉得能躺下了，很舒服。
547,空间大大的，后座坐着超舒服，后备箱也大
548,适中，稍微有点拥挤
549,驾驶及后排空间较大，后箱空间日常装物够用，特殊情况可以把后排放平空间太满意了。
550,这个要给全五分，真是超级富裕的空间享受，进去就想躺下，无拘无束到爽翻！！！！
551,空间还是很大的，尤其是后排老爷子开帕萨特感觉不出来小
552,空间非常的赞 也是我选择的理由之一，很宽敞一家出游觉得ok
553,：空间比合资车好很多，这点很满意。
554,空间比价大 比博约的车大多了
555,空间就没有什么好说的了。一个字大，两个字宽敞。我家没有大胖子，所以全家都说空间巴适。
556,第一次见到真车，真的是眼前一亮，比同价位的SUV大的不只是半圈，特别是互联配置，感觉很高大上。
557,前排很满意，后排更不用多说，三个成年人毫无压力，后备箱空间不错，后排座椅还支持4/6放倒。
558,比较大。后备箱大。后排座空间大。
559,空间很满意
560,后备箱大，内部还好吧
561,空间满意
562,很满意
563,空间还不错，春季期间最多带了7个大人，两个小孩。
564,还不错，很大。家用足够了
565,空间挺大，自己一个人开，足够了
566,空间很大，后排做3个人一点都不挤！驾驶室的位子有一点矮！但还是可以接受的！
567,紧凑型车 空间还好啦 我以前的车是 小型车 没得比 个人觉得 挺好的
568,空间很大了啊，特别是后备箱空间
569,轴距宽敞，驾驶空间和乘坐空间都很宽裕，只要不是特别高的人空间完全够
570,后排空间非常大，三个人坐游刃有余
571,买来主要是做家用，接送小孩上学，后排空间还是非常宽敞的，老婆特别满意
572,空间比较大，后排很宽敞
573,这个自然满分，前中后都足足的
574,空间是我最满意的地方，可以放好多东西，小孩的东西多，出门又带儿童车又带儿童椅还有行李箱，放了很多乱七八糟的东西。
575,空间够用。
576,空间大的不行啊 后备箱可以整两个人进去了 太大了
577,空间还算勉强撮合吧。当初我前面一家买了个POLO两厢的。我媳妇儿说那车也好看，我来了句那车屁股都没有还好看啊，你在看看我们家的350怎么也是中规中矩的吧座5.6个人挤挤也还是可以的，估计就是油门要跟深点了。后备箱放点乱七糟八的东西也是绰绰有余的。
578,前后排空间都很大，父母身体比较壮，但是坐在里面依然很宽松，一家五口人坐满了也不会特别拥挤，空间绝对够用。
579,空间足够足够的，轴距2660，当时买车就记住销售说的这句话了家里两个孩子，最注重空间还有老人，空间挺满意
580,非常棒
581,乘座空间大，舒服。后备箱家用足够了！
582,空间家用够用了。后箱空间不小。
583,轴距高达2700mm，长度4545mm，宽1855mm，高1719mm，后备箱595L，后排座椅放倒达到1639L特别是后排座位做三人也不挤，后排的头部空间有二挙，腿部空间也有二挙。
584,最多带了六个大人两个小孩不用多说了吧。
585,非常大
586,平时基本上都是一个人上下班开，偶尔周末满载跑跑近郊，就后排中间稍微局促点，其余还是OK的。
587,轴距是2660mm，相对于紧凑型车型这个空间真的算是大的了，前后排距离都足够宽敞了。
588,看了相同价位的车，还是感觉360的后备箱箱比较宽敞。我183的大高个坐在车里头没有顶到车顶，觉的空间可以
589,够大
590,比较大、
591,很大
592,还行，一家出行都能满足。
593,前排空间很大，后排也有惊喜！最只要的后排座椅还可以完全放倒，像个大床似的！
594,空间还是挺宽敞的；
595,空间够大，一家人出门都没问题，非常喜欢它的超大的后备箱
596,还算凑合吧
597,其实空间方面我最看重的是它放倒后的那个所谓的双人床，等国庆的时候出去旅游，带着女朋友登山涉水的，累的时候把后排放倒，铺个床垫，往上一趟，小栖一会，又是满满的能量
598,空间还是很大的，尤其是后备车箱，感觉总也放不满。
599,乘坐空间可以，小的储物盒子设计不是很合理，一瓶水都不懂放哪。好像后排空间不能放倒，不懂是不是不好，反正目前没用用到
600,空间方面这车还算不错，我身高178公分，坐在驾驶位置一点也不觉得狭小，也不顶头，轴距2705的长度也保证了后排乘坐的舒适度，不顶腿，很舒服！车子里面也有很多很实用的储物地方，总体来说这车的空间还算是不错的，比上不足比下有余吧！
601,空间后排成了儿子的玩具平台儿子很喜欢
602,很爽！特别是后排空间超大，跑长途要系好安全带哦，放到后很平整。
603,前后面空间足够，本人180空间刚好
604,空间这块没得说，本人体重170多，坐里面毫无压迫感。
605,15款全系都带天窗的，虽然谁天窗是个好东西，但也是牺牲了一定的头部空间，按照父亲的说法就是，愿意不要这个天窗然剩下来2000块钱的，头部空间再大一点。这个问题就因人而异了，我们家人普遍身高都比较高，我186的身高坐驾驶座头部空间更是所剩无几（主驾驶座不带高低调节这个真的也是不合理的，多这个配置的话在实用性上回高很多的吧）
606,这个级别空间已经很满意了
607,乘坐空间和储物空间都非常大，确实很好
608,大啊，有点B级车的感觉，前后排的空间都感觉好大，以后出去玩，后排都不会那么挤了。后备箱也能装下不少东西，而且后排还有扶手箱，空间利用率真的很棒。
609,空间表现不错，横向空间大，轴距长，腿部伸展灵活，储物空间实用。
610,"整个车的空间非常不错,尤其是后排空间,三个人坐进去也不拥挤."
611,空间不错 后排空间很坐好离膝盖还有很多空间就是驾驶室高度有点局促 180做进去感觉有点压抑 后备箱应该算得上是大的了 可以放很多东西
612,空间是这车最大的卖点，说实话，真心大！
613,空间不错，特别是尾箱真的很大，刚好适合我这种喜欢钓鱼的人
614,乘坐空间多宽松就不多说了，后备箱容纳量也得用惊人来评价了。
615,还不错，后排空间和前排空间都够用，整体性价比还可以
616,副驾驶空间有些拘谨，后排空间的中间的高的部分去掉就更好了，朋友都提议说高出了的影响空间。
617,家用是足够用的了
618,后备箱能放下折叠自行车 这个很实用
619,必须大，尤其是头部空间，前排后排都很大，在就是销售介绍的482L的后备箱容积简直太强大了
620,挺大的，后面座3个人轻轻松松的，而且，后备想也很大，我放了一个家里的小桌子。
621,空间很大，日常用车时空间利用率也不太高，有时候出门人少都觉得有点奢侈浪费的感觉。
622,够用啦，只是上下班，平时出去和朋友玩开开，后备箱随便丢点水、毛巾什么的，过年过节的也能装挺多
623,家庭非常足够，不会感觉拥挤
624,空间充足，本人一米八六的身高，坐进去头部还有一拳的空间。
625,空间绝对没问题，一米八的大个坐后排也不觉得挤，储物空间也很大
626,我们家算上外公外婆爸妈一起出去，都做得下，空间还可以
627,空间在级别车中应该是最满意的了
628,空间超越这个级别，乘坐宽敞舒适
629,空间还是足够的宽敞，后排可以放倒，可以躺着休息，真是没有让我失望
630,空间不用说，看过我车的都说大，朋友的Q5根本就不能比。自驾游时可以把后座放倒休息，绝对舒服。
631,后排空间那是相当宽敞，三个一米八几的胖子坐后面毫无压力。
632,本人176CM前排调好驾驶位置后，后排空间还是蛮大得。后排调节很方便，给后排人员增加舒适感。后备箱空间谈不上太大，空间肯定是够用了，要是拉货可以后排放倒。毕竟是4.5米多一点车子，空间大多都给了前后排座椅。
633,乘用空间很够用，相比之下后备箱小点
634,空间很宽敞，感觉不到缩手缩脚，后备箱也很大能放很多东西。
635,满意，小伙伴们一直都称赞空间不错
636,相当满意，特别是家人坐后排给予了很高的评价
637,之前是想卖Mg的瑞腾的，从春天就看车说是，***也要出SUV了就等了几个月，看对比一下。车到家，还是觉得后排空间是不错的，可以翘起腿，超大。
638,：空间是我买这个车的主要原因，家用完全足够。
639,空间自不必说啊，作为上汽旗舰，***950真是满足了人们开车过程中的直观要求，车长5米；1.5米的高度真不是盖的，空间丝毫没有压力。
640,一个字大，先说前排，驾驶位置人机工程到位调好驾驶位置没有一点顶到膝盖和其他什么地方，腰部调节有很好的支撑，副驾因为是手动调节的不可以调高低。后排坐起来比前排舒服的多因为全景天窗后排没一点压抑感，身高一米七的来个二郎腿没问题。在说储物空间前排驾驶位置左手边有个小的储物槽挺好，中控2个杯桌，和其他车大致差不多，卡槽也有，让我最满意的是右手扶手箱可以调节，让驾驶员的右手有很舒服的放手点，自动挡的一般换挡比较少，都是靠在哪里很舒服，还是皮包裹的很软，左手靠在门把手下面也很舒服也是皮包裹的开车是可以很轻松在这方面要表扬下。还有一个我个人比较喜欢的是后排座椅可以角度调节，后排座椅放到后与尾箱基本平，可以当床呵呵，尾箱空间也是同级别差不多。
641,空间相当不错。后排也是很宽裕，前排就更不用说啦。二字满意！
642,很大，真的挺不错的，我哥们买的是福克斯，感觉比它的中控台空间要大多了，后面感觉差不太多，空间反正是够用，再说了，就算再大你也不能拉六个人满大街跑啊。
643,2700的轴距肯定在A级车中空间算大的。
644,前排和后排距离很大，乘坐起来很舒服。
645,空间挺大的，后排座椅还可以放倒，而且一些随身的小东西有存放位置。
646,空间真的没得说，虽然说是紧凑型轿车，但是觉得跟某些所谓的B级车来比也没差多少。本人不高 170CM 坐在后排的话 还是可以翘个二郎腿的。反正坐在里面不会压抑。
647,空间没有好吐槽的，尤其是前排的腿部空间，我觉得处理的相当不错，既可以得到舒展，坐垫的长度也比较恰当，起到了一个有力的支撑。
648,前排后排的空间都很宽敞，不过后备箱的空间有点不宽裕
649,还可以，同级车中可以了，毕竟2700的轴距
650,本身身高1.88米，由于座椅是属于内陷型设计，所以头部空间够用，后排由于不算溜背型设计，所以后台头部空间也够用，2700毫米轴距，腿部空间够用。
651,空间绝对够用，后排三个人一点不觉得拥挤，而且后备厢够大。
652,前排空间一般，后排空间和后备箱空间很大，完全够用。
653,作为国产家用车，空间没得说，谁用谁知道。后备箱空间简直就是太好了。
654,本人183坐在里面毫无压力，后排坐过三个人，没人说挤！超大后备箱自驾游可以带不少东西。
655,空间是最满意的一点，一家人外出绰绰有余。
656,空间不错，尤其是后排，坐3个成年人也不觉得挤
657,空间超级满意
658,空间满意，同等价位里应该算是最大的了。
659,我感觉好像都差不多大跟SUV比起来，但是我比较喜欢的是他的后排中间没有哪个梗梗，坐在中间也可以。
660,这个后排空间是可以翘二郎腿，还有把后排放倒，前排推前点，182的身高都能伸直躺两人。很适合出门远游。
661,空间超大！
662,空间真的很大，本人175，调好座椅后小孩站后面，还不影响大人正常坐姿，赞一个
663,空间还是够用的，虽然是紧凑型轿车，但是没有给人压抑的感觉
664,空间最满意了，平时进货会拉很多货！
665,在后面睡觉，翘二郎腿一点问题都没有
666,里边的空间挺大的，尤其后边在轿车里算是比较大的。
667,车内后排坐和后备箱的容量很大
668,空间大，相对满意，前后排都宽宽的。
669,空间不错，前排腿部空间很大，头部空间也很富裕，本人身高180，调整好前排空间，后排空间还是非常大的，家用很方便。
670,不错，同级算比较大的
671,非常满意，特别是后备箱放东西
672,确实大
673,空间还可以，之所以买SUV就是觉得轿车始终没有SUV空间大，开着舒服，空间够大看着也比较舒服
674,空间很大，A级车里应该算是数一数二了
675,绝对能满足家庭使用，后排放倒之后能放不少东西。
676,家用够用了
677,空间说实话，这，个级别的车子够大了，不过我看来有点略显不足
678,空间很大，头顶一拳多的距离，完全不会觉得有憋屈感，后排的腿部空间真心大，可惜地板有点凸起，不然坐下四个人真的没啥问题。感觉视野也还可以接受，楼主身高一米七八，坐在车里正好能看到引擎盖，惬意啊~
679,空间还不错，感觉够了
680,满分满分满分，后排坐四个也毫无压力。
681,不错，很大，后排坐着也很舒服
682,空间自己家里用绝对可以！
683,空间还是可以，这个级别轴距应该是最长的了，坐起感觉还是很宽松
684,大
685,作为一款紧凑级家轿，乘坐空间非常理想，后排空间比较宽敞，前排不会压抑，这也是我选这款车的理由！
686,还行，我182CM座椅还没调到最低头顶有1拳左右的空，不过其他位置我这么高的坐着就只能往下缩了。
687,空间没的说，一个字：大！！！
688,车内空间大，我们一家5口人坐进去一点不拥挤，长时间坐一点也不觉得累，特别是后备箱，带孩子出去很方便，里面能装好多东西
689,空间不用说，还是比较大的，特别是后排放倒后，没有隆起，都可以睡觉了
690,无论是驾驶和乘坐空间 宽度和长度 在同级别同价位的车里相比较 绝对是NO.1
691,还算不错，前排的头顶部分的空间还有空间，后排的话，3、4个人也坐得下
692,买之前也试驾了几款车，360的空间是我最满意的
693,相当满意了，必须给五分，超大前后排空间，对于一米七二的我和全家比较中庸的海拔来说，真的是非常舒服。
694,坐进去听宽敞，不拥挤，其他的同级别的车，做进去没有小白的宽敞。
695,空间不错
696,很大
697,最满意的还是空间，坐5个成年人一点不会觉得拥挤，前后排都十分宽松，比起有的中级车也不差，后排翘个2郞腿也没压力。宽度也比较宽。
698,空间很大，我和闺蜜经常出去玩儿，坐5个人也不挤
699,媳妇在后座各种葛优瘫，翘二郎腿，完全没问题，主驾驶座椅调到合适位置后面还有非常大的空间。
700,空间很宽敞，里面坐5个人绝对不拥挤
701,乘坐空间够大也很舒适，就是后备箱稍小
702,空间还是挺满意的，毕竟这车便宜，跟那些豪车肯定没法比，家里五个人再加一个小孩也游刃有余，不会拥挤，后备箱也很大，爸妈喜欢钓鱼和去山上挖笋，后备箱可以放一堆工具了。
703,足够了，现在就我和老婆2个人，明年就是3个了，
704,空间很大，后排坐人完全不拥挤！
705,超好，三个人坐后排，一点部不挤
706,较大
707,前后都不错，除非190以上的身高才会感觉到小。
708,前排座位主副都是电动调节，上下高低随便调方便，后排三段靠背调节，就当沙发使了，再来个自驾游直接全放倒来个……
709,两米七的轴距比较合适，车内空间宽敞，后排地板凸起可以忽略不计，腿部空间和头部空间都很充裕，后备箱也够用，如果把后排放倒会更大，一般的行李箱放四个一点没问题。
710,车内空间可以，后备箱能力很高
711,空间还是比较宽敞，后备箱看着比较大但是放东西又感觉放不了多少东西。
712,满足自驾游、上下班代步用，尤其后排空间大
713,买前看过好多车，空间上360算是不错的了优于好多的同类车型，有点B级车的感觉，基本上下班接孩子，朋友也觉得坐我车很舒服，后排座椅还能分开放倒下来，拉个大件挺方便。
714,空间家用足够，后备箱也蛮大的，中间突出有点高，估计坐着不舒服，我一家三口用足够，
715,空间真的够大了，完全符合个人需求，非常满意
716,后备箱空间大，可以放很多东西
717,后排坐三人绰绰有余，当时就是特别满意小六的空间，后备箱空间简直惊艳我。
718,家用没啥说的，够大，后备箱放物品还够用吧。
719,再来说说空间。从前后排座位来说，只要进车里坐坐就知道，可以跷二郎腿，这个空间不错了吧。空间没有什么说的了，我父母就特别看重车辆的空间大小，毕竟，空间大点，坐着也舒服点。后备箱的空间也是挺大的，家用，完全够了。而且，将后座放倒后，可以放平，这个倒是很不错的，空间也蛮大的。总体来说，空间很大，很棒！
720,空间宽大，行李箱也够用很大。
721,空间基本够我用了，就接送孩子买买菜啥的
722,可以
723,空间绝对够用 ，爸妈说后排一点也不挤，后备箱也够大， 驾驶员座椅可以高低调节，所以头部空间可以自由控制，不过副驾驶座椅不可上下调节，所以头部空间也就相对固定了，对于一些身材较高的驾乘者或许会感到些压抑
724,作为一辆紧凑型SUV，***RX5的内部空间给了我很大的惊喜。2700mm的轴距，营造出的车内驾乘空间很完美，在调整好驾驶位坐姿后，头部有一拳多空间，主驾后排来个北京瘫都没问题。横向空间足够，后排坐3人不拥挤。车内储物空间够用，后备箱空间规整，隔层下设计有小的储物格，方便小对象的分类存放，后排放倒后，完全能够满足一般家用的要求。
725,还可以，紧凑车型里没有能比的，不是很胖座五人很轻松
726,空间还可以，没有做满过，四个人的话绰绰有余
727,空间总体还是比较满意，刚才在最满意的一点里也说到了空间，但觉得有点不足的就是坐到驾驶室里，头部离车顶的空间有点紧促，容易顶着车顶。
728,空间大，同级中有优势
729,长宽高指数很高，2700的主轴距，给你了超大的空间，在同级别里面的SUV很出色，我一米七的个子，坐着，里面空间很大，后排座位，翘个二郎腿是没问题的。
730,现在开SUV，突然觉得以前的小车空间真小，换辆车就是因为家里人多，最的宽敞，刚好满足我的要求。
731,空间舒适，家用足够
732,空间还蛮大的，不过好像SUV都差不多这么大了
733,外观虽然看起来不大，但是内部空间没让人失望
734,作为一辆家用车，空间非常大了。
735,"本人个头1.7,因为职业是跑长途大巴车，开习惯了超大空间的车，所以感觉空间比较压抑,特别是后排坐人的情况下，前排不得已压缩自己的驾驶空间距离以及靠背的倾斜度。但是，后排并没有因为体现所谓的轴距而牺牲座位的长度，这方面比其他车型强。"
736,空间好评啊，因为一家人出去耍了一段时间，东西装完了过后还有多余空间，还能装，不过东西已经装完了呵呵
737,空间可以说相当够用了，后排座椅还可以放平了，目测装个冰箱不是问题。
738,乘坐空间优秀，后排坐三个人不挤，驾驶座空间充足。车内很多位置都可以放东西。车尾箱容积也很大。
739,很大，2700的轴距不是吹出来的，后排放到之后才是亮点。
740,对于家用完全够了，前排对于1.7米的我来说，完全够用了。后排空间很不错，大家坐上了都说后排挺大的，秒杀同事的301、
741,后排的空间挺大的，等天气再凉快点就可以在后排偷懒睡午觉拉，对了，后备箱空间也大，放的都是女孩子常用的东西，两个收纳箱，再出去购物还是可以放好多东西
742,550的轴距真不短2705的轴距在A级车中算中上了，但都不知道轴距用在了哪里，后排空间一点也不充裕，但是够用了。再说说前排驾驶员位置还有很多不舒服的地方，除了方向盘下方卡腿外，前排手动调节的座椅调高低范围也非常小，个子矮的家人开这车必须垫个坐垫，再说说后备箱空间，后备箱储物能力是完全没问题的，出行时放几个大行李也一点没有压力。
743,总体空间都很不错、特别是后排空间和后备箱空间达到了485L本人180坐在后排还有一拳半的距离
744,家用车，一家5囗没一点问题，足够宽松！
745,同级车子也比较过了，这个车子的空间是最大的，后面还可以带很多东西的。
746,空间还好我1.78表示不压抑
747,空间这块我还是比较满意的，前后排空间坐人不会拥挤。上次带着老丈人一家子，丈母娘就说这车子空间大，比之前的小车坐的舒服多了，后备箱里也可以放很多东西，蛮大的。
748,满意，大家可以去随便看，同级别中绝对完胜。比朗逸还要大一些吧，我听别人说的，自己没试驾过，反正这个空间我相当满意的。
749,空间还不错啊，家里五口人啊，我身高178调整完驾驶座椅之后，我后面对应的位置空间比较充足，后备箱能放三个行李箱和一个书包，这个还挺人性化。
750,空间够大 本人182 200斤体重 做着空间也不会闲的很拥挤
751,带着夫人和孩子，在拉点行李，绰绰有余。特别是后备箱。
752,空间很大，在同级别中属于大的
753,车内空间很宽敞，后排三人座上来不拥挤，后备箱容积也是蛮大的
754,空间来说我觉得是够用了，基本上我们家一家人出去玩感觉都够坐，而且后备箱也够大，什么说呢，因为我平时得空都喜欢带家人出去周边玩，有小孩所以东西很多，但是这个车的后备箱都能放要带的东西，所以我觉得够用了。
755,空间在轿车中觉得算大的了，出去游玩装了好多东西都没问题
756,最满意的一点，前排调整好座椅后，后排还有很大空间。后备箱空间合适。
757,比较宽松
758, 还是不错
759,乘坐空间很不错，后备箱也够用
760,空间还是够用的，平时出去玩，4个人的行李放完还有空间
761,空间满分，无可批判的地方
762,反正我开的挺舒服的，空间绝对大
763,我1米83，但是腿较长，所以驾驶座位是放到最低拉到最后的，但多少还是有点不自在，不过毕竟不是B级车，可以接受，后排空间也基本可以接收。储物还可以，后备箱空间很不错。
764,空间非常满意，特别是后排空间，非常大。
765,空间不用说就是一个字大，前后排全做大男人的都不挤，后备箱也超大可以放4个20寸行李箱还多。
766,够大，5个大人没问题
767,前排很大，后排的腿部空间有些小
768,比我想象的还要大，后排空间不止2拳
769,前排LD能翘起二郎腿。。。后排空间大，能塞下两个胖子+两个瘦子。
770,同级别中空间算是大的，对比过雷凌，帝豪，福睿斯，360空间上比较有优势。尤其是头部空间不错，不管前排后排都没有压抑感。可能俺个头小，空间我给满分。
771,空间还是比较大的，
772,够大，我身高1.85，副驾驶和后排乘坐都很轻松，完全无压力！
773,空间比350大了一圈，后面坐3个成年人还能接受
774,空间很大，实用性强~一家人出行能带的东西不少，很方便！前排座椅调整好位置，后排乘坐三个成年人没有压力！
775,4个大人和一个13岁的小孩都挤得下，482升的后备箱还是很能装的
776,空间真的挺大的，无论是前排座椅后排乘坐的地方还是后备箱，都达到满意。家庭用车个人认为***360完全满足要求并且非常有优势。
777,空间很大，很喜欢驾驶座的空间大小
778,空间很大 偶尔上班打车 觉得自己的车比很多日系车空间要宽松 后排坐4个女生都很轻松
779,车子的空间还不错，后排乘客距离座椅大概有一拳过一些的距离，后备箱空间也比较充足，日常买菜或者跑长途都能装的下。
780,空间很大，就看中这点了
781,初级车以及家用车空间足够用，跟同级比起来空间也算大的。
782,空间很宽敞，前后排的距离比较的轻松，坐在驾驶座离头顶还有一拳左右的距离，坐在后车座腿的空间也刚刚好。
783,全车26处储物空间、老婆最喜欢的是副驾驶下面的那个小盒子、平时换鞋都很方便
